Number,CLDR,Emoji,Name,Dict - Meaning,Dict - Where Does It Come From?,Dict - Who Uses It?,Image,Url
158,burrito-emoji,🌯, Burrito emoji,"Mmmmmm. The burrito emoji depicts a rolled up tortilla, with different platforms showing ingredients like beans and cheese poking out. (You can even discern the cilantro in Apple’s version, which looks darn delicious.) In many versions, it’s wrapped in foil–”Mission” style, named for the Mission District of San Francisco–which, if you ask us, is hands-down the best way to eat a burrito. As you might imagine, the burrito emoji is mostly used in posts about food. Mostly.","Did you know the word “burrito” translates to “little donkey?” It may be because a burrito faintly resembles bed rolls that donkeys sometimes carry. Though the burrito first appeared in Mexico, by most accounts, sometime in the mid-1800s, the Mesoamerican peoples of Mexico used corn tortillas in 10,000 B.C. to wrap food. In Mexico, the tortillas generally convey bean and meat, and little else, but in the U.S., you might find lettuce, diced tomatoes, guacamole, sour cream, rice, cheese and a number of other items, just to ensure your post-burrito-eating experience makes you feel as full and uncomfortable as possible. In a good way. The burrito emoji kept food good company when it was approved as part of Unicode 8.0 in 2015: it made its debut with the taco, hot dog, popcorn and cheese wedge. The burrito was added to Emoji 1.0 in 2015.","Who doesn’t love Mexican food? We needed the burrito emoji almost as much as we occasionally need the real-life, three-pound, perfectly mobile culinary delight. Of course, the burrito emoji is used in posts related to all kinds of Mexican food and culture. In texting, it’s occasionally used as a sexual reference, giving the eggplant some time off as a stand-in for a penis. You didn’t know that, right? We didn’t think so. If you’re hungry, you might want to click off this page before scrolling down. Why have one burrito when you can have two right?! Are you team steak & carnitas or team chicken & chorizo? 🌯#eatburritos pic.twitter.com/GGVeWjRHlT — Tortilla (@tortillauk) November 15, 2018  There's Mariachi coming to the house in 20 minutes because we're Mexican 🌯🇲🇽 — DannTheMan (@DannTheManTV) July 13, 2018    처묵처묵 #여수 #yeosu #주말 #좌수영바게트버거 #바게트 #🌯 #여행 #여수바게트버거🥖 #맛있어요😋 A post shared by  흥칫뿡😘 (@jisun0121) on Nov 10, 2018 at 8:30pm PST  I look p good for someone who just swallowed a burrito whole 🌯 pic.twitter.com/EHdBCpa3V7 — Eka (@bongripbajwa666) November 16, 2018    #FridayNightDinner plans 🌯 😴 pic.twitter.com/pHnvS9iPG7 — Stokey McNewington (@n16socialmedia) November 23, 2018  It can be used in posts about things that are definitely not burritos, but that are rolled up: Is anything better than a pizza burrito? 🌯 pic.twitter.com/7JOvy5S1Kd — FOOD INSIDER (@InsiderFood) November 22, 2018  The emoji can also stand-in for shawarma. What’s the difference, really? Both feature delicious food stuffed into a rolled bit of dough. Though the stuffed flatbread 🥙 emoji probably makes a better stand-in for shawarma. The best schwarma in the Precinct 🌯 pic.twitter.com/ImRKJscqo0 — Valentina (@NeemaAkili) November 16, 2018  And the emoji appears regularly in posts about things that are both rolled up and cute… really cute. issa lil kitten burrito 🌯  📹: youngestoldcatlady pic.twitter.com/EvMn3v3Ang — Emergency Kittens (@EmrgencyKittens) November 11, 2018    I’m a burrito 🌯 #cold #winteriscoming #frio #invierno #🌯 #bebe #babiesofinstagram #hermosa #beauty #girl A post shared by  Mia Nicole (@mia.nicole.4.3.18) on Nov 15, 2018 at 6:28am PST   ",https://s.w.org/images/core/emoji/13.0.1/svg/1f32f.svg,https://www.dictionary.com/e/emoji/burrito-emoji/
159,peacock-emoji,🦚, Peacock emoji,"The peacock emoji is an image of a blue and green peacock, with its tail feathers fanned into a half circle, and in most platforms, the body of the bird is front and center, colored in a rich, sapphire blue. It’s usually used in posts related to beauty.","The term peacock is used for the male, while the female is known as a peahen. For real! And, yup, it’s the males that display the bling in their iridescent tail, with shimmering jewel tones of blues, greens, and golds. In India and other southeast Asian cultures, the bird is symbolic of power, royalty, vanity, and pride. The ancient Greeks used the peacock as a symbol for immortality, and eventually the Christians adopted it, with the eyes in the tail representing the all-seeing eye of God. The bird eventually came to be associated with Paradise and the Tree of Life, and, essentially, immortality once again. The golden peacock symbolizes joy and creativity for Ashkenazi Jews. Talk about a hard working bird! The peacock emoji shared the limelight with a crazy mix of new emoji when it was approved as part of Unicode 11.0 in 2018. It debuted alongside soap, sponge softball, cupcake, mooncake, lobster, kangaroo, and swan emoji, to name a few. Oh, and the test tube. Peacock was added to Emoji 11.0 in 2018 as well. Emojipedia","The peacock emoji does a pretty good job of conveying the stunning aesthetic appeal of this amazing bird, and it’s an excellent representation of beauty. It can also be used to comment slyly on things like arrogance, pride, and self-confidence. And, of course, it’s used in posts about peacocks and other exotic birds, and even “wild life,” in all its meanings. How cute?!😂❤️he is a huge model 🦚 pic.twitter.com/7VwmR61vGL — Sassyth (@domcsi964) November 16, 2018  Parugare Lodge and Safaris 🦚 #zimstreetview pic.twitter.com/TMbmcMzso2 — EarthRise360° (@EarthRiseVR) November 13, 2018  Blooming 🦚 pic.twitter.com/2uggtfr3IO — Grace (@agraace_) November 15, 2018  WILD 🦚 pic.twitter.com/8sPVRAt9pk — Laura Yvette (@lauragomez_01) November 16, 2018  You got me, I come like this 🦚 pic.twitter.com/DCwoYHKD2S — Miggo (@Ogtou) November 14, 2018  After some recs in a fountain pen FB group, I finally picked up a @twsbi Eco and some beautiful ink. I’m in love oh no 😍💙🦚 #RIPWallet pic.twitter.com/aYxiWTiE6e — Madeleine (@madzilla84) November 15, 2018 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f99a.svg,https://www.dictionary.com/e/emoji/peacock-emoji/
160,thought-balloon-emoji,💭, Thought Balloon emoji,"Something on your mind? There’s an emoji for that.  The thought balloon emoji means you are thinking through something, as in trying to make a decision or come up with what to say next.  It also could mean you have a lot on your mind or are lost in your thoughts. Randomly, it is also sometimes used to represent a cloud in the sky. OK then.","The origin of the thought ballon is ancient. However the designer of the thought balloon emoji probably had something a little more contemporary in mind. Thought bubbles are seen throughout modern comic strips to indicate to a reader they are reading a character’s unvoiced thoughts, like in Charles M. Schultz’ classic Snoopy, which debuted in 1950.   Snoopy comic strips The thought balloon emoji was added to the Unicode 6.0 in 2010 and Emoji 1.0 in 2015. It shows a line of little puffy clouds leading up on a big puffy cloud. On most devices and platform it’s white, except for Twitter, where it is blue. Apple’s use of three-dimensional shading makes it looks a little like a storm cloud. Emojipedia","The thought balloon emoji is used by anyone who needs to take a moment to think before they speak, which is—or at least should be—everyone. In texting, you can add a light bulb to the thought balloon emoji to show that you have a great idea or use it with the thinking face emoji to indicate you are trying to make a decision.    On social media, people use it to indicate they are stressed out because they have a lot on their mind. They also use it to celebrate their ideas or ask for ideas from others.   💭💭💭ideas? House show??? pic.twitter.com/BahOFeh96s — @tomkrell (@HowToDressWell) November 16, 2018  Use it when you are asking a question to let people know you want to hear their thoughts … because we want to hear their thoughts, right?   ¿Sabes cómo termina esta expresión? #Think#shavedgirl#tomboybeautiful#grow#martes#tomboysww#black#photooftheday#tomboy#lesbian#lgtb#nails#tomboymodel#live#me#fly#model#silence#artisticphotography#forget#reflection#g#💭#13#33#🖤#💎 A post shared by  Nikover (@veromianik) on Nov 20, 2018 at 6:32am PST   It also is used by people who have dreams and wishes.   I wish your dreams come truth 💜💭 — Fr4ses👑 (@StarFr4ases) November 12, 2018  Folks who don’t know about the whole range of weather-related emoji will reach for this one to talk about bad weather … it’s like a little thought storm cloud.   When you realize only a few more hours stand between you, yummy food and a relaxing break… 🥧💭 pic.twitter.com/aZp3urF0DU — Cornell University (@Cornell) November 20, 2018  Smokers also use this emoji to puff proudly.     Succes is not in what you have ,but who you are.#💭#figolife A post shared by  Figolife ™ (@figolife) on Nov 20, 2018 at 10:13am PST ",https://s.w.org/images/core/emoji/13.0.1/svg/1f4ad.svg,https://www.dictionary.com/e/emoji/thought-balloon-emoji/
161,pineapple-emoji,🍍, Pineapple emoji,"This exotic fruit is depicted with a bright green leafy top and its scale-laden body is in yellows and golden browns. It’s used in relation to fruit and food, to travel and hospitality, and, in certain circles, to one’s relationship status. 🤷‍♂️","And you thought a pineapple was just a pineapple! Well, sometimes it is. But, did you know that the pineapple is a symbol of hospitality, prosperity, friendship, and diplomacy too? The strange looking fruit was once popular as an architectural feature on buildings and in sculptures and its connection to travel, hospitality, and luxury is probably related to Christopher Columbus. The Italian explorer brought pineapples back from the New World, and in the 15th century, nothing said, “I have traveled far and wide” more than a pineapple … Today, the pineapple—like the lemon—is enjoyed in print design on clothing, textiles, and home decor items. It still exudes a kind of regal … deliciousness. In recent years, the pineapple emoji has been adopted on Snapchat to mean a “complicated” relationship status. Uh oh … spiky on the outside, sweet on the inside, we guess? The pineapple emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Emojipedia","The pineapple emoji is used by people posting about food and about pineapples specifically, about pineapple decor, and sometimes about travel. The emoji was popular on Snapchat for a while with teen girls to mean a “complicated” relationship status. (Blueberries meant “single,” and cherries indicated “in a relationship” in case you wanted to know.) That may be why the emoji is sometimes seen in sexy or flirtatious posts where a piece of fruit (other than the peach) seems out of place!   🚥 #赤 #黄  #緑  #🍎 #🍍 #🥝 #色 #果物 #フルーツ  #信号 #🚥 #感覚 #レセプター #遊び #hotel #dinner #dezert A post shared by  Hiroki Gonmori (@hiro_g1129) on Nov 9, 2018 at 7:15am PST    #🍍 A post shared by  uyu (@yogigaparadise) on Nov 9, 2018 at 6:43am PST    #мояосень  #уфа#моякрасота#💅🏻#🍍#🙈#🙉#моймастерлучший#😊 . #добрыемысли  #бытьдобру A post shared by  Ксения (@valitova848) on Nov 9, 2018 at 4:09am PST  I.$HALL.PRO$PER pic.twitter.com/tyooCppSzK — DPG Kyeu 🍍🍍 (@kyeu_) November 9, 2018  A quick one ✨ pic.twitter.com/g9B8fs9jAO — Kenna🍍 (@Mckenna_Ayers) November 6, 2018    #apineappleaday #pineapples #pineapple🍍 #pineappleshirt #pineapplestyle #pineapplelove #pineappleseveryday #🍍 A post shared by  Naomi Mayor 🍍🏠 (@pineapple.properties) on Nov 8, 2018 at 7:51pm PST  The emoji is also used in posts relating to a member of the Korean girl band Red Velvet, Seulgi, who has an affiliation with the fruit. (It may be due to the fact that pineapples once adorned her fingernails … ?) The Korean boy band BTS also has an odd affiliation with pineapple imagery … oh kpop.",https://s.w.org/images/core/emoji/13.0.1/svg/1f34d.svg,https://www.dictionary.com/e/emoji/pineapple-emoji/
162,lobster-emoji,🦞, Lobster emoji,"Pass the butter! The lobster emoji, mmmmm (oops, sorry for the drooling), is finally crawling around the internet, replacing the crab emoji that was used in a pinch before 2018. Yes, of course the world needed a lobster emoji! Crab is not lobster, lobster is not crab. They’re not even related. The lobster emoji depicts the tasty marine crustacean in bright red, with its two large claws, ten legs, and delicious tail. It’s used mostly in posts related to lobster and seafood, though it has recently taken on another meaning in the transgender community.","The lobster emoji had to claw its way into a Unicode suite. After much outrage about the necessity of using the crab emoji in its place and a lobbying effort that included a pitch by Maine US Senator Angus King, the lobster finally made its debut in early 2018. It was met with howls of protest: it only had eight appendages, or legs, instead of ten. Shame. “Does it really matter? Does the poop emoji really look like poop?” naysayers wrote. Well, we are happy to report that that the Unicode Consortium corrected the mistake, and the lobster emoji, released as part of Unicode 11.0 in 2018 and added to Emoji 11.0 in 2018, is now a more accurate representation of the bug (that’s a lobster nickname, if you didn’t know) on all platforms. Twitter’s version has a whiff of whimsy about it, but there is no doubting it’s a lobster. Interestingly, the emoji has also been adopted by the transgender community, which has been lobbying Unicode for an emoji in the way of a blue and pink transgender flag for over two years. They were very disappointed when Unicode 11.0 was released and they saw that their efforts were unrewarded. Double shame. Why the lobster, you ask? The lobster is a gynandromorph, an organism that contains both male and female characteristics. Emojipedia","The lobster emoji is mostly used in food posts and in messaging that relates to the lobster in the way of branding, labels and design, and the lobstering industry. Transgender activists have also now claimed the lobster as their own—at least until the requested transgender flag is released. I'm surprised @Emojipedia hasn't included #ClawsOutForTrans on their page for the lobster emoji 🦞 — Bisexual Fog (@lintilla42) October 30, 2018  With just two sleeps to go, we're really excited for #DeptfordPride2018 on Saturday. We are in solidarity with our trans and non-binary brothers, sisters & siblings. #PaintYourLifeProud #TransRightAreHumanRights #NonBinaryIsValid 🦞#ClawsOutForTrans pic.twitter.com/72kPzDF58S — Deptford Pride (@DeptfordPride) August 16, 2018  Now, if you can bear to look at some truly mouth watering images, carry on. Releasing two of our lovely lobsters! Happy Friday! 🦞 pic.twitter.com/P9FkdRLwFm — NationalLobsterHatch (@PadstowLobster) November 23, 2018  Being a lobster 🦞 dishing out some hot out of the pot delicious news this arvo at southern cross #vicvotes pic.twitter.com/Kn1snKPT7I — Rose Steele (@raz_steele) November 22, 2018    🥤🥤🥤 #wickedmainelobster #lobsterroll #sandiego #littleitaly A post shared by  Qing Liu    🌝 (@_qing_liuu_) on Oct 4, 2018 at 8:35pm PDT  Speaking of Maine, the lobster emoji is also used in messaging that relate to Maine culture. Here, a Maine political candidate adopts the lobster as part of her branding. Update 8: Draped in a snoring 7 year old, I'm fading fast. I've spent less than $1k on this race. I've passed 1k votes. I'm definitely working on the lowest $ per vote trophy…while funding community needs & helping businesses. Look folks, politics can not suck!#mepolitics — Tiffany Bond 🦞🇺🇸 (@TiffanyBond) November 7, 2018  And, of course, the lobster emoji is used in romantic posts and declarations of love. Because … Friends. ",https://s.w.org/images/core/emoji/13.0.1/svg/1f99e.svg,https://www.dictionary.com/e/emoji/lobster-emoji/
163,key-emoji,🔑, Key emoji,"Not to be confused with the old key emoji … the key emoji depicts a single key, and it’s presented in varying shades of brass and silver on various platforms. Most versions are modern keys, but a few of them, like Facebook’s version, use a pass key style, also known as a skeleton key, because it just has that old fashioned look. Oh, you fancy Facebook …","The idea of a key being an answer, or a way to unlock something that leads to an answer, has long been part of our language. “The key to happiness.” “The key to success.” “The key to the heart.” We’ve all heard these before … A key does literally unlock something: a door, a treasure chest, a diary. There are even digital keys, composed of numbers rather than metal, used in the digital world for security measures. So, using the word key in a metaphorical way relating to an answer or solution makes a lot of sense. (Yes, we’re teaching you about metaphors right now … chill out.) The key emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Emojipedia","The key emoji might carry the secret to happiness and success! In social-media posts using the key emoji, the messaging is positive and often about self improvement with themes of commitment, drive, passion, and self confidence. These posts often convey the idea that the key to finding happiness and success is  … to find the key to happiness and success! Good luck. There is no 🔑 key to happiness, the door 🚪 is always open pic.twitter.com/dctMu4Zndr — Daniel Walker (@DanielW07883509) November 23, 2018    Good things can take time, great things do take time. No matter how hard or slow, keep at it. New week, new motivation 🙏🏾 #Motivation #Grow #Believe #Encourage #Encouragement #Belief #KeepGoing #Winner #Winning #WinningMentality #Champion #MoveOn #NoStop #Key #🔑 A post shared by  Micheal Ori (@michealori) on Nov 21, 2018 at 10:07am PST    Good things can take time, great things do take time. No matter how hard or slow, keep at it. New week, new motivation 🙏🏾 #Motivation #Grow #Believe #Encourage #Encouragement #Belief #KeepGoing #Winner #Winning #WinningMentality #Champion #Knowledge #key #🔑 A post shared by  Micheal Ori (@michealori) on Nov 22, 2018 at 12:17am PST  Dedication is the 🔑 pic.twitter.com/fLf0DW2fLi — Christian (@cg_garcia831) November 23, 2018  be careful about the energies you download 🔑 pic.twitter.com/YJ3ff8jGK7 — cery. (@Cerytter) November 23, 2018  It’s also used in messaging or ideas about the home. I've just bought my first home 🙌📝🔑 pic.twitter.com/FBJwaEEGdF — Sam Highton (@SamHighton) November 22, 2018    A feast for the eyes. The design-led furniture in each UNCLE apartment comes courtesy of @madedotcom | #UNCLELIVING A post shared by  UNCLE (@uncle_living) on Nov 22, 2018 at 3:08am PST  And, sometimes, it’s actually about keys! Although that key chain probably is only seen on fuckboy’s keys. Trying to find the perfect stocking filler? Look no further than the Porsche crested keyrings available at the Centre🔑 pic.twitter.com/6xOOSL0zjz — Porsche Nottingham (@PorscheNotts) November 23, 2018 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f511.svg,https://www.dictionary.com/e/emoji/key-emoji/
164,palm-tree-emoji,🌴, Palm Tree emoji,"Do you hear ukuleles? The palm tree emoji depicts a brown trunk with bright green palm fronds, and it immediately conjures images of vacation, the tropics, and relaxation. Are we there yet?  ","Bliss, paradise, vacation, relaxation…these are aspects of the tropical mental attitude that the palm tree emoji has come to represent. Then again, if you live in Hawaii, the emoji may make you think of your work commute, or maybe that tree out front that needs tending. It’s all perspective, right? The palm tree emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.","In social media, you’ll see the palm tree accompanying posts that cover all aspects of tropical life and culture, from beachy sunbathing to a vacation-inspired cocktails to sunny picnics with friends. If you’re experiencing your own personal paradise and want to share that with the world, this is the emoji for you. Fun in the sun 😎🌴☀️ pic.twitter.com/JL7dhohU3n — 𝐂.𝐊.𝐒. (@Cody_Kiraly) November 19, 2018      *﻿ 朝からバタバタ動いてたからホテルに戻って﻿ のんびり休憩…🍹﻿ ﻿ 教えて頂いたワイオルラウンジはとても素敵な空間で 居心地が良くつい長居してしまいました﻿ ☺️💓﻿ *﻿ #Hawaii﻿ #Hawaii挙式﻿ #trumphotel﻿ #WAIOLU﻿ #トランプインターナショナルホテルワイキキ A post shared by  mikapuuun (@mikapuuun) on Nov 19, 2018 at 1:30pm PST  how to smell good🌴🍊 pic.twitter.com/nU55JeAe2p — ig : selfcaresoftiee (@selfcaresoftiee) November 19, 2018  Fall in #love with #Breathtaking colors provided by the #Caribbean  🌅🌊🌴🌄  #beach #Traveling #Vacations #Holidays #allinclusive #exclusivevilla #caribbeanresorts #paradise #hotelstay #LuxuryTravel pic.twitter.com/Li67UoCgZb — Balaji Palace (@BalajiPalace) November 19, 2018  Your sunny weekend playlist, courtesy of our buds at @IndieFolkRadio 🔶🌴 https://t.co/IrCpkUO6Mi — Banzai Cliff (@BanzaiCliff) April 28, 2018    #🌴 #🌂 // @yewyewshop @metafloranyc A post shared by  Micah Monserrat (@okmca) on Nov 19, 2018 at 1:40pm PST  The Hundertwasser House in Vienna has more than 200 trees and shrubs on it's balconies and roof terraces, forming a green haven in the city 🌴 #urbannature #greenroof #greenbuilding #ecoarchitecture pic.twitter.com/bSVYLSicxl — Stonecrop Review (@StonecropReview) November 27, 2018 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f334.svg,https://www.dictionary.com/e/emoji/palm-tree-emoji/
165,watermelon-emoji,🍉, Watermelon emoji,"The watermelon emoji depicts a large slice of watermelon, with luscious red flesh dotted with black seeds, cradled by a green rind. Yum. It’s mostly used in posts about food, sweetness, or affection … and also has some sexual connotations as well because what emoji doesn’t?","By some accounts, watermelon in dreams symbolizes intellect, love, work and desire, or lust. It can also imply sexuality in a larger sense, and fertility. OK then … go dream about some watermelons. In the medical world, watermelon is thought to contain an amino acid that could help stimulate blood flow, which makes it a possible boost for men with erectile dysfunction. We can think of worse ways to get in the mood than biting into a juicy piece of watermelon! Watermelon, and melon in general, is used in a vulgar way when referencing a woman’s breasts. And not just by fourteen-year-old boys … right? This is all proves why the watermelon emoji enjoys a double life: it works part-time representing summer’s favorite fruit and part-time in texting and social media to refer to sexual activity or a crude appreciation for a woman’s curves. The watermelon emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Emojipedia","From fun in the sun to the endless ways you can enjoy watermelon, social media is full of appealing images and posts that feature the juicy, sweet fruit. Passion for vacation, tropical life, things that are sweet and innocent, romance, and of course one’s love for the fruit itself are all worthy of the watermelon emoji. And, when things are heating up in the intimacy department … you may just see the watermelon emoji then too. We're hooked on tempura beer butter fried mahi with compressed watermelon salad 🐠🍉  #FLKeys #StayCheeca 📸 @JrichLacson https://t.co/jauKZdyUdj pic.twitter.com/56mhNCxRaj — Cheeca Lodge (@cheecalodge) November 23, 2018    Watermelon was finally ready!! V tasty yum. Was actually starting to have the seeds sprout inside so it was Extra Ripe haha Recipe: grow a watermelon. Harvest it. Cut it. Eat it. . . . #watermelon #garden #gardening #freshfruit #freshproduce #fresh #freshwatermelon #fruit #farmtotable #gardentotable #yummy #summerfruit #watermelons #slicedfruit #🍉 A post shared by  Julia Torokhov (@snack.julia) on Nov 17, 2018 at 12:36pm PST    Blocked, dried, and officially done. #watermelon #knitting #🍉 A post shared by  Erin (@erinkgray) on Nov 17, 2018 at 1:48pm PST    Wally la pastèque de mon Gustave #pasteque #🍉 #jouetdentition #mongustave #tropmarrant #1eredent @oliandcarol A post shared by  Nîmes (@la.toute.petite) on Nov 18, 2018 at 12:27am PST    🍉😎💃 It's here! The brand new steamy, sexy, sensational #DirtyDancing trailer! Come see what's giving audiences across the UK the time of their lives! BOOK NOW for @ddonstage | Palace Theatre | 22-27 Apr 19 . . . #DirtyDancing #DirtyDancingOnStage #Musical #PalaceTheatre #PalaceTheatreManchester #Manchester #ManchesterEvents #Theatre #🍉 #💃 A post shared by  Palace Theatre & Opera House (@palaceandopera) on Nov 22, 2018 at 6:28am PST  Eating Watermelon 🍉 pic.twitter.com/GH8Fp16I9m — puppybowl (@puppybol) November 23, 2018 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f349.svg,https://www.dictionary.com/e/emoji/watermelon-emoji/
166,cucumber-emoji,🥒, Cucumber emoji,"The totally tubular cucumber emoji depicts the green fruit (yes, fruit!) with a simple illustration, usually showing a whole cuke, although a few platforms present it sliced up, exposing the seeds inside. It’s used in relation to food and beauty products featuring cucumbers and also as a symbol for—wait for it—the penis. (Surprise, surprise.)","Since the dawn of emoji time, phallic objects and vegetables have been reliable stand-ins for male penises. (Don’t blame us, we’re only the messenger.) The virtues of the cucumber as they relate to food go back 3,000 years, when India, soon followed by Greece and Italy, began growing the cucumiform (shaped like a cucumber) fruit. Yes, it’s a fruit, not a vegetable, and it belongs to the gourd family, growing on vines like their cousins, squash and melons. The emperor Tiberius (14 AD to 37 AD) reportedly loved the fruit so much that he had the plant grown year round and demanded it on his table twice daily. They were probably smaller then, more like a gherkin, which is what the cucumber emoji is modeled after today. The cucumber emoji was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. Emojipedia","Social-media posts featuring salads, sushi rolls, and sexy pics are all places you might find the cucumber emoji. In texting, it’s as popular as the eggplant in representing male genitalia. Yeah. Along with corn cobs and baguettes. Sorry, food! Especially when some of you just work so hard to be healthy and wholesome! A new campaign to increase families’ fruit & vegetable consumption 🥒🍊 has been launched by EU project #Strength2Food partner & Croatia's largest supermarket chain, #Konzum. The fruit & veg promoted increased by 10-15% in sales! #5aDay https://t.co/GgPGDDWRXb pic.twitter.com/LmlkXk9oDS — EU Food Health (@SciFoodHealth) November 26, 2018    写真がないっ。お金もないっ。 #fff#l4l#🥒#DisneySea#Disney#dalmatian#過去pic# A post shared by  HΛL꒡̈⃝ (@mar_001268) on Nov 21, 2018 at 7:08am PST    🥗 #salad#supper#healthydiet#saturday#night#life#l4l#insta#shanghai#winter#🥑#🥒#🥦 A post shared by  Chris (@chris_weiyi) on Nov 24, 2018 at 3:00am PST    🍴🌃 急に食べたくなって 適当すぎな、えびきゅう😅👍 #夕飯のおかず #晩ごはん #dinner #のり巻き #手巻き寿司 #えびきゅうり巻 #エビラー #海老好き #海老 #shrimp #🥒 #🦐 A post shared by  ke-i (@kei_okaoka) on Nov 26, 2018 at 2:37am PST  We’re pretty sure these are pickles. But a a pickle is just … a pickled cucumber, right? Fun fact lesson for the day.   #pasztet #ogórekkiszony #kanapka #chlebżytni #masło #polishsnack #polishfoods #🥒 #😂 #delicious #ogórkikiszone  #podroby #znakomite #jedzenie #kanapki A post shared by  Ula Nowel (@pola_sandey) on Nov 22, 2018 at 3:24pm PST ",https://s.w.org/images/core/emoji/13.0.1/svg/1f952.svg,https://www.dictionary.com/e/emoji/cucumber-emoji/
167,lollipop-emoji,🍭, Lollipop emoji,"The lollipop emoji depicts the sweet treat in a number of different colors on various platforms, but always with a classic, round, hard candy on a stick. In some versions it’s in peppermint swirls, in others the swirls are multi-colored or simply in shades of pink. It’s used in posts about food and sweets, or to convey the idea of sweetness or innocence, or sometimes in sexual messaging.","The classic lollipop is often a simple and straightforward way to imply sweetness, whether on the taste buds or in mood or tone. For people involved in making candy or baking desserts, the lollipop emoji fits the bill because it’s instantly recognizable, it’s colorful and eye catching, and it conveys childhood and nostalgia, memories and “sweetness” of all kinds. Another word for a lollipop is a sucker due to the way we enjoy the sugary treat. It may not be a surprise to know that the emoji is also sometimes used to convey a sexual message, perhaps evoking oral sex or other innuendos. The lollipop emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.","The lollipop emoji is used by those with a sweet tooth, filling various social-media feeds with mouth watering pictures of desserts and candy of all kind. It’s also used to convey the idea of something that is good and positive, or exciting and excellent. It definitely leads a double life though. In a sexy, flirtatious post, it can imply an interest in oral sex. It can sometimes imply a child-like naivety combined with an overt sexuality. It may be used with other emoji that are representational of sexual messaging—like the eggplant, cucumber, bagel, or doughnut.   #cakepop #cakepops #itsaboy💙 #blue #bluecakepops #yummy #iloveit #🍭 A post shared by  Hediyelikler ~ Geschenkideen💐💕 (@decor_ozlem) on Nov 25, 2018 at 1:04pm PST    #love#candy#withMy#fakecandy#🍭#closingEyes#noreason A post shared by  FatimahHalilintar (@fatimahhalilintar593) on Nov 25, 2018 at 11:33pm PST  Sweetest of them all 🎉🍭 pic.twitter.com/xtOBYhlXRe — nov 26 🎉 (@_brittneyjolett) November 26, 2018  I’ve been praying for you, you’re my Sunday candy 🍭 pic.twitter.com/HcamiMx3h6 — anikka (@aokkamae) November 26, 2018  Happy Monday my Dears 🙏🏻☕️🧡much love on a #MondayMorning 🤗🌴👙☕️have a sweet day ☕️🍩🍪🍭🌼🍂🐾🐶💋#blessed pic.twitter.com/pAnafJMhHE — Nancy (@LAwmn99) November 26, 2018    #lolypop #🍭 A post shared by  Lolypop (@l_lolypop33) on Nov 26, 2018 at 8:13am PST    #🍭 #🍬 A post shared by  Thunchanok Pond (@pond_thunchanok) on Nov 25, 2018 at 5:38am PST ",https://s.w.org/images/core/emoji/13.0.1/svg/1f36d.svg,https://www.dictionary.com/e/emoji/lollipop-emoji/
